CODIGO_ESCOLA|UF|CODMUNIC|MUNIC|DEP|CODFUNC|LAB_INFO|BIBLIO|PROFESS|FUNCION|VDG1CA|VDG1C1|VDG1C3|VDG1C4
25602627|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|2|2|0|0|2|0
25602628|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|1|1|0|0|1|0
25602629|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|4|4|0|0|4|0
25602630|Roraima|140100200407|NORMANDIA|Estadual|Ativo|0|0|1|1|0|0|1|0
25602631|Roraima|140100100050|ALTO ALEGRE|Municipal|Ativo|0|0|10|21|0|2|2|0
25602632|Roraima|140100200175|CANTA|Municipal|Ativo|0|0|2|3|0|2|0|0
25602633|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|6|11|0|1|6|0
25602634|Roraima|140100100050|ALTO ALEGRE|Estadual|Ativo|0|0|1|1|0|1|1|0
25602635|Roraima|140100100050|ALTO ALEGRE|Estadual|Ativo|0|0|1|1|0|0|1|0
25601956|Roraima|140100100100|BOA VISTA|Estadual|Extinto|NA|NA|NA|NA|NA|NA|NA|NA
25602636|Roraima|140100100456|PACARAIMA|Estadual|Ativo|0|0|1|1|0|1|1|0
25602637|Roraima|140100200407|NORMANDIA|Estadual|Ativo|0|0|1|1|0|0|1|0
25601957|Roraima|140100100100|BOA VISTA|Estadual|Extinto|NA|NA|NA|NA|NA|NA|NA|NA
25602638|Roraima|140100200407|NORMANDIA|Estadual|Ativo|0|0|1|1|0|1|1|0
25602639|Roraima|140100200704|UIRAMUTA|Estadual|Ativo|0|0|1|1|0|0|1|0
25602640|Roraima|140100200704|UIRAMUTA|Estadual|Ativo|0|0|1|1|0|1|1|0
25602641|Roraima|140100200407|NORMANDIA|Estadual|Ativo|0|0|1|1|0|0|1|0
25602642|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|0|42|57|0|0|31|0
25602643|Roraima|140100100050|ALTO ALEGRE|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25602644|Roraima|140100200175|CANTA|Estadual|Ativo|0|0|16|29|0|3|10|0
25602645|Roraima|140100200175|CANTA|Estadual|Extinto|NA|NA|NA|NA|NA|NA|NA|NA
25602646|Roraima|140100200175|CANTA|Estadual|Ativo|0|0|1|1|0|1|1|0
25602647|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|4|7|0|0|4|0
25602648|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|1|1|0|0|1|0
25602649|Roraima|140100200407|NORMANDIA|Municipal|Ativo|0|0|18|23|0|0|18|0
25602650|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|1|27|49|0|7|20|0
25602651|Roraima|140100100100|BOA VISTA|Municipal|Ativo|1|0|23|88|0|0|12|0
25602652|Roraima|140100100027|AMAJARI|Estadual|Ativo|0|0|2|2|0|0|2|0
25602653|Roraima|140100100027|AMAJARI|Estadual|Ativo|0|0|5|5|0|0|5|0
25601859|Roraima|140100100100|BOA VISTA|Particular|Ativo|0|1|23|35|0|0|0|23
25602654|Roraima|140100100100|BOA VISTA|Particular|Ativo|1|1|22|45|0|1|19|8
25602655|Roraima|140100200159|BONFIM|Estadual|Ativo|0|0|4|4|0|0|4|0
25602656|Roraima|140100200175|CANTA|Estadual|Ativo|0|0|1|1|0|0|1|0
25602657|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|1|1|0
25602658|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|1|1|0
25602659|Roraima|140200400233|CAROEBE|Estadual|Ativo|0|0|1|1|0|1|1|0
25602660|Roraima|140200300282|IRACEMA|Municipal|Ativo|0|0|7|18|0|0|7|0
25601929|Roraima|140200300282|IRACEMA|Municipal|Ativo|0|0|4|15|4|0|0|0
25602661|Roraima|140100200175|CANTA|Municipal|Ativo|0|0|7|11|2|4|0|0
25602662|Roraima|140100200159|BONFIM|Municipal|Ativo|0|0|3|5|0|0|2|0
25602663|Roraima|140200400506|SAO JOAO DA BALIZA|Municipal|Ativo|0|0|2|3|0|0|2|0
25602664|Roraima|140200400506|SAO JOAO DA BALIZA|Municipal|Ativo|0|0|1|1|0|0|1|0
25602665|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|1|1|0|0|1|0
25602666|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|1|1|0|0|0|0
25602667|Roraima|140100100027|AMAJARI|Municipal|Ativo|0|0|1|3|0|0|1|0
25602668|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|2|2|0|0|1|0
25602669|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|1|1|0|0|1|0
25602670|Roraima|140200400472|RORAINOPOLIS|Municipal|Ativo|0|0|2|2|0|2|0|0
25602671|Roraima|140100100027|AMAJARI|Estadual|Ativo|0|0|1|1|0|0|1|0
25602672|Roraima|140200400233|CAROEBE|Estadual|Ativo|0|0|1|1|0|0|1|0
25601930|Roraima|140100100100|BOA VISTA|Particular|Ativo|0|1|6|12|3|3|0|0
25602673|Roraima|140100100027|AMAJARI|Estadual|Ativo|0|0|3|3|0|0|3|0
25602674|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|1|1|0|1|1|0
25602675|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|2|2|0|1|2|0
25601931|Roraima|140100200407|NORMANDIA|Municipal|Ativo|0|0|8|16|8|0|0|0
25602676|Roraima|140100200407|NORMANDIA|Estadual|Ativo|0|0|1|3|0|0|1|0
25601827|Roraima|140100100100|BOA VISTA|Particular|Ativo|0|0|2|6|2|0|0|0
25602677|Roraima|140100200175|CANTA|Estadual|Ativo|0|0|1|1|0|0|1|0
25602678|Roraima|140100100050|ALTO ALEGRE|Municipal|Ativo|0|1|4|6|1|4|0|0
25602679|Roraima|140100100050|ALTO ALEGRE|Municipal|Ativo|0|0|4|7|0|4|0|0
25602680|Roraima|140100100050|ALTO ALEGRE|Municipal|Ativo|0|0|1|1|0|0|1|0
25602681|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|4|4|0|0|4|0
25602682|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|1|9|14|0|0|0|9
25602683|Roraima|140100200175|CANTA|Estadual|Ativo|0|0|1|1|0|1|1|0
